source_track	rn5_start	rn5_end	status	grch38_chrom	grch38_start	grch38_end	mapped_fraction	strand	aligned_blocks	interpretation
peaks_Injury	49318300	49320299	mapped	chr17	15261705	15263778	0.9444722361180591	-	[[15263770, 15263778], [15263748, 15263768], [15263732, 15263747], [15263720, 15263732], [15263654, 15263720], [15263616, 15263646], [15263607, 15263616], [15263585, 15263606], [15263573, 15263580], [15263541, 15263563], [15263501, 15263534], [15263494, 15263501], [15263487, 15263491], [15263458, 15263482], [15263347, 15263448], [15263338, 15263347], [15263254, 15263333], [15263244, 15263254], [15263188, 15263244], [15263168, 15263186], [15263131, 15263168], [15263080, 15263130], [15263014, 15263079], [15262976, 15262989], [15262964, 15262972], [15262946, 15262962], [15262889, 15262946], [15262869, 15262887], [15262859, 15262869], [15262842, 15262858], [15262828, 15262842], [15262817, 15262825], [15262804, 15262815], [15262781, 15262804], [15262748, 15262780], [15262514, 15262745], [15262454, 15262514], [15262384, 15262452], [15262363, 15262384], [15262328, 15262357], [15262307, 15262326], [15262288, 15262307], [15262273, 15262283], [15262232, 15262268], [15262206, 15262222], [15262176, 15262202], [15262166, 15262176], [15262156, 15262166], [15262146, 15262149], [15262112, 15262133], [15262105, 15262112], [15262082, 15262099], [15262053, 15262082], [15262043, 15262053], [15261995, 15262043], [15261976, 15261994], [15261960, 15261976], [15261911, 15261959], [15261906, 15261909], [15261891, 15261901], [15261879, 15261891], [15261850, 15261879], [15261820, 15261849], [15261758, 15261814], [15261721, 15261758], [15261705, 15261716]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49332800	49333199	mapped	chr17	15246525	15247552	0.949874686716792	-	[[15247536, 15247552], [15247528, 15247536], [15247505, 15247525], [15247421, 15247504], [15247399, 15247421], [15246766, 15246779], [15246660, 15246766], [15246650, 15246660], [15246634, 15246647], [15246615, 15246634], [15246606, 15246615], [15246577, 15246601], [15246564, 15246574], [15246538, 15246551], [15246525, 15246538]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	48686700	48686899	mapped	chr17	16415765	16415955	0.8844221105527639	+	[[16415765, 16415793], [16415793, 16415804], [16415804, 16415850], [16415851, 16415885], [16415885, 16415904], [16415917, 16415955]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	48662800	48663699	mapped	chr17	16378336	16380602	0.7519466073414905	+	[[16378336, 16378371], [16378373, 16378401], [16378411, 16378430], [16378445, 16378462], [16378470, 16378475], [16378482, 16378501], [16378501, 16378519], [16378527, 16378544], [16378553, 16378567], [16378573, 16378612], [16378612, 16378625], [16378626, 16378630], [16378636, 16378644], [16378644, 16378663], [16378670, 16378689], [16378694, 16378720], [16378720, 16378750], [16378750, 16378797], [16378804, 16378812], [16378813, 16378854], [16378855, 16378878], [16378880, 16378886], [16378886, 16378922], [16378939, 16378951], [16378964, 16378976], [16378978, 16378991], [16378991, 16379029], [16379029, 16379056], [16379060, 16379078], [16379078, 16379098], [16379098, 16379103], [16379103, 16379110], [16379114, 16379124], [16379126, 16379135], [16380588, 16380602]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49229600	49231099	mapped	chr17	15376607	15377708	0.5863909272848565	-	[[15377679, 15377708], [15377663, 15377679], [15377589, 15377663], [15377577, 15377588], [15377570, 15377576], [15377541, 15377569], [15377533, 15377541], [15377517, 15377531], [15377471, 15377517], [15377427, 15377470], [15377397, 15377427], [15377362, 15377397], [15377348, 15377355], [15377311, 15377348], [15377295, 15377301], [15377284, 15377295], [15377270, 15377284], [15377226, 15377270], [15377202, 15377225], [15377191, 15377202], [15377180, 15377190], [15377148, 15377180], [15377114, 15377132], [15377060, 15377114], [15377038, 15377060], [15377025, 15377034], [15377004, 15377021], [15376956, 15376982], [15376948, 15376956], [15376898, 15376942], [15376874, 15376896], [15376836, 15376872], [15376676, 15376696], [15376637, 15376676], [15376607, 15376636]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49226400	49226699	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49329600	49329899	mapped	chr17	15250447	15250806	0.9832775919732442	-	[[15250805, 15250806], [15250728, 15250798], [15250636, 15250720], [15250625, 15250636], [15250562, 15250625], [15250500, 15250519], [15250476, 15250500], [15250461, 15250472], [15250447, 15250458]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49157800	49160099	mapped	chr17	15456161	15458429	0.8103523270987386	-	[[15458410, 15458429], [15458368, 15458410], [15458346, 15458368], [15458309, 15458346], [15458249, 15458288], [15458233, 15458249], [15458190, 15458232], [15458113, 15458190], [15458095, 15458113], [15458083, 15458092], [15458064, 15458082], [15458044, 15458063], [15458016, 15458043], [15457991, 15458014], [15457960, 15457990], [15457949, 15457958], [15457932, 15457949], [15457914, 15457932], [15457886, 15457901], [15457857, 15457885], [15457822, 15457844], [15457778, 15457791], [15457457, 15457731], [15457428, 15457454], [15457416, 15457425], [15457372, 15457415], [15457338, 15457372], [15457315, 15457337], [15457305, 15457314], [15457285, 15457298], [15457261, 15457284], [15457194, 15457248], [15457176, 15457194], [15457163, 15457175], [15457136, 15457158], [15457118, 15457135], [15457099, 15457118], [15457088, 15457098], [15457065, 15457082], [15457035, 15457063], [15456954, 15456972], [15456928, 15456946], [15456912, 15456928], [15456897, 15456910], [15456817, 15456835], [15456746, 15456814], [15456740, 15456744], [15456719, 15456728], [15456649, 15456659], [15456597, 15456647], [15456565, 15456597], [15456540, 15456565], [15456522, 15456540], [15456486, 15456522], [15456426, 15456485], [15456413, 15456426], [15456384, 15456412], [15456368, 15456384], [15456331, 15456368], [15456161, 15456326]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49322100	49322399	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49202800	49203899	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49210300	49210599	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49332500	49333099	mapped	chr17	15246642	15247819	0.8881469115191987	-	[[15247802, 15247819], [15247776, 15247802], [15247768, 15247776], [15247754, 15247768], [15247736, 15247754], [15247723, 15247735], [15247716, 15247723], [15247676, 15247716], [15247560, 15247660], [15247536, 15247559], [15247528, 15247536], [15247505, 15247525], [15247421, 15247504], [15247399, 15247421], [15246766, 15246779], [15246660, 15246766], [15246650, 15246660], [15246642, 15246647]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	48663900	48664199	mapped	chr17	16380802	16381102	0.9933110367892977	+	[[16380802, 16380860], [16380860, 16380973], [16380974, 16381031], [16381032, 16381087], [16381088, 16381102]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49311900	49312199	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	48762300	48762699	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49186600	49187399	mapped	chr17	15431195	15431871	0.7872340425531915	-	[[15431861, 15431871], [15431815, 15431855], [15431679, 15431811], [15431654, 15431679], [15431612, 15431653], [15431576, 15431612], [15431513, 15431555], [15431501, 15431513], [15431492, 15431501], [15431473, 15431492], [15431449, 15431469], [15431432, 15431448], [15431409, 15431432], [15431403, 15431407], [15431386, 15431403], [15431360, 15431386], [15431195, 15431352]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49320700	49321799	mapped	chr17	15259984	15261282	0.7552320291173794	-	[[15261280, 15261282], [15261209, 15261257], [15261159, 15261202], [15261139, 15261154], [15261127, 15261139], [15261072, 15261127], [15261054, 15261071], [15261023, 15261054], [15261013, 15261023], [15260984, 15261012], [15260916, 15260967], [15260860, 15260868], [15260773, 15260806], [15260758, 15260773], [15260743, 15260757], [15260741, 15260743], [15260641, 15260741], [15260636, 15260641], [15260616, 15260636], [15260603, 15260616], [15260565, 15260603], [15260525, 15260565], [15260494, 15260525], [15260458, 15260493], [15260420, 15260436], [15260409, 15260415], [15260110, 15260149], [15260087, 15260107], [15260056, 15260087], [15260033, 15260042], [15260012, 15260027], [15259984, 15260012]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49096200	49096399	mapped	chr17	18819592	18819707	0.5778894472361809	+	[[18819592, 18819679], [18819679, 18819707]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49169000	49169199	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	48763100	48764299	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49232100	49233099	mapped	chr17	15368088	15368657	0.5445445445445446	-	[[15368640, 15368657], [15368624, 15368635], [15368571, 15368624], [15368539, 15368569], [15368525, 15368539], [15368435, 15368522], [15368368, 15368431], [15368341, 15368363], [15368324, 15368341], [15368303, 15368321], [15368204, 15368303], [15368150, 15368204], [15368127, 15368150], [15368088, 15368124]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49233500	49234099	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49187600	49187899	mapped	chr17	15430648	15430987	0.9632107023411371	-	[[15430952, 15430987], [15430922, 15430951], [15430892, 15430911], [15430886, 15430891], [15430838, 15430886], [15430800, 15430824], [15430775, 15430788], [15430739, 15430774], [15430709, 15430739], [15430661, 15430698], [15430648, 15430661]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49191000	49194799	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49110000	49110799	mapped	chr17	15502023	15502709	0.6608260325406758	-	[[15502699, 15502709], [15502588, 15502613], [15502553, 15502588], [15502537, 15502553], [15502531, 15502536], [15502510, 15502531], [15502459, 15502507], [15502374, 15502434], [15502361, 15502365], [15502326, 15502353], [15502304, 15502326], [15502277, 15502301], [15502254, 15502270], [15502239, 15502251], [15502190, 15502237], [15502169, 15502190], [15502154, 15502168], [15502139, 15502154], [15502122, 15502139], [15502088, 15502115], [15502058, 15502086], [15502023, 15502057]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49149900	49151199	mapped	chr17	15462958	15464046	0.7143956889915319	-	[[15464040, 15464046], [15463996, 15464027], [15463955, 15463994], [15463930, 15463955], [15463914, 15463930], [15463888, 15463913], [15463850, 15463878], [15463833, 15463846], [15463806, 15463819], [15463783, 15463806], [15463773, 15463783], [15463748, 15463768], [15463722, 15463740], [15463707, 15463721], [15463702, 15463707], [15463691, 15463702], [15463649, 15463687], [15463626, 15463647], [15463609, 15463626], [15463602, 15463609], [15463527, 15463602], [15463513, 15463526], [15463498, 15463512], [15463463, 15463496], [15463446, 15463459], [15463380, 15463446], [15463369, 15463377], [15463349, 15463354], [15463317, 15463332], [15463295, 15463315], [15463273, 15463294], [15463223, 15463240], [15463207, 15463218], [15463171, 15463207], [15463157, 15463169], [15463126, 15463156], [15463121, 15463126], [15463081, 15463121], [15463068, 15463081], [15463027, 15463068], [15462982, 15463023], [15462958, 15462977]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49326100	49326299	mapped	chr17	15254468	15254645	0.8492462311557789	-	[[15254628, 15254645], [15254620, 15254628], [15254574, 15254618], [15254561, 15254574], [15254535, 15254560], [15254468, 15254530]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49343800	49343999	mapped	chr17	15232642	15232794	0.7336683417085427	-	[[15232768, 15232794], [15232730, 15232768], [15232721, 15232727], [15232695, 15232721], [15232667, 15232692], [15232656, 15232667], [15232642, 15232656]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49209500	49209699	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49215000	49216299	mapped	chr17	15391131	15392993	0.9099307159353349	-	[[15392944, 15392993], [15392887, 15392942], [15392870, 15392885], [15392841, 15392863], [15392810, 15392834], [15392803, 15392810], [15392769, 15392803], [15392642, 15392764], [15392623, 15392641], [15392488, 15392621], [15392485, 15392488], [15392459, 15392485], [15392427, 15392444], [15392386, 15392422], [15392324, 15392386], [15392303, 15392317], [15392271, 15392302], [15392237, 15392252], [15392142, 15392192], [15392124, 15392140], [15392117, 15392124], [15392090, 15392111], [15392078, 15392090], [15391537, 15391574], [15391525, 15391535], [15391504, 15391513], [15391479, 15391498], [15391474, 15391479], [15391467, 15391474], [15391422, 15391467], [15391398, 15391420], [15391379, 15391398], [15391373, 15391379], [15391349, 15391368], [15391320, 15391348], [15391287, 15391319], [15391251, 15391281], [15391229, 15391246], [15391214, 15391220], [15391188, 15391214], [15391176, 15391188], [15391139, 15391176], [15391131, 15391138]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49206400	49206799	mapped	chr17	15406424	15406928	0.9573934837092731	-	[[15406926, 15406928], [15406916, 15406926], [15406888, 15406916], [15406879, 15406888], [15406871, 15406879], [15406848, 15406866], [15406829, 15406844], [15406793, 15406805], [15406679, 15406745], [15406629, 15406668], [15406619, 15406626], [15406579, 15406619], [15406508, 15406569], [15406497, 15406508], [15406445, 15406491], [15406424, 15406434]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49212900	49213799	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	48761800	48762099	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49302600	49303799	mapped	chr17	15285346	15286218	0.6555462885738115	-	[[15286193, 15286218], [15286121, 15286193], [15286003, 15286120], [15285948, 15286002], [15285919, 15285947], [15285914, 15285919], [15285876, 15285913], [15285825, 15285872], [15285795, 15285825], [15285790, 15285795], [15285681, 15285781], [15285641, 15285674], [15285565, 15285640], [15285531, 15285562], [15285510, 15285529], [15285481, 15285494], [15285466, 15285479], [15285438, 15285458], [15285366, 15285408], [15285346, 15285366]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49345200	49345399	mapped	chr17	15231415	15231630	0.9698492462311558	-	[[15231611, 15231630], [15231582, 15231609], [15231556, 15231581], [15231498, 15231538], [15231484, 15231498], [15231473, 15231484], [15231415, 15231472]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49095700	49095899	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49342300	49342499	mapped	chr17	15235463	15235679	0.8944723618090452	-	[[15235678, 15235679], [15235670, 15235677], [15235660, 15235669], [15235626, 15235635], [15235588, 15235624], [15235567, 15235586], [15235554, 15235567], [15235508, 15235553], [15235481, 15235506], [15235463, 15235477]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49164800	49165099	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49102600	49102999	mapped	chr17	15511183	15511642	0.9548872180451128	-	[[15511619, 15511642], [15511599, 15511616], [15511590, 15511599], [15511554, 15511590], [15511515, 15511553], [15511496, 15511507], [15511477, 15511490], [15511459, 15511477], [15511448, 15511457], [15511417, 15511448], [15511383, 15511407], [15511369, 15511382], [15511348, 15511365], [15511335, 15511343], [15511315, 15511322], [15511285, 15511312], [15511228, 15511268], [15511208, 15511228], [15511183, 15511203]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49105100	49105399	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	48709800	48709999	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49104400	49104699	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49328500	49328899	mapped	chr17	15251915	15252300	0.9172932330827067	-	[[15252293, 15252300], [15252269, 15252289], [15252236, 15252266], [15252232, 15252236], [15252192, 15252232], [15252146, 15252192], [15252102, 15252145], [15252029, 15252101], [15251984, 15252022], [15251977, 15251984], [15251961, 15251976], [15251943, 15251961], [15251934, 15251942], [15251922, 15251934], [15251915, 15251921]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49312400	49320399	mapped	chr17	15261666	15270381	0.8886110763845481	-	[[15270359, 15270381], [15270328, 15270359], [15270303, 15270321], [15270292, 15270303], [15270253, 15270292], [15270224, 15270234], [15270208, 15270214], [15270184, 15270206], [15270166, 15270176], [15270139, 15270166], [15270122, 15270139], [15270083, 15270112], [15270026, 15270081], [15269964, 15270026], [15269948, 15269963], [15269926, 15269947], [15269906, 15269926], [15269890, 15269906], [15269854, 15269888], [15269801, 15269842], [15269793, 15269800], [15269782, 15269787], [15269760, 15269780], [15269749, 15269753], [15269717, 15269737], [15269701, 15269716], [15269692, 15269699], [15269650, 15269684], [15269635, 15269649], [15269556, 15269626], [15269530, 15269555], [15269527, 15269530], [15269512, 15269527], [15269504, 15269511], [15269488, 15269492], [15269467, 15269483], [15269448, 15269465], [15269423, 15269447], [15269394, 15269416], [15269375, 15269394], [15269335, 15269363], [15269322, 15269334], [15269246, 15269321], [15269235, 15269245], [15269186, 15269235], [15269152, 15269186], [15269133, 15269147], [15269088, 15269124], [15268846, 15268867], [15268806, 15268843], [15268733, 15268805], [15268678, 15268732], [15268663, 15268678], [15268654, 15268659], [15268607, 15268651], [15268590, 15268598], [15268522, 15268589], [15268496, 15268521], [15268477, 15268494], [15268451, 15268466], [15268424, 15268450], [15268417, 15268423], [15268380, 15268416], [15268347, 15268379], [15268343, 15268346], [15268309, 15268340], [15268292, 15268309], [15268265, 15268288], [15268255, 15268265], [15268233, 15268255], [15268217, 15268232], [15268167, 15268214], [15268115, 15268122], [15268084, 15268101], [15268079, 15268084], [15268035, 15268073], [15268014, 15268035], [15267995, 15268010], [15267976, 15267995], [15267957, 15267976], [15267906, 15267957], [15267800, 15267813], [15267792, 15267800], [15267751, 15267783], [15267741, 15267751], [15267729, 15267741], [15267676, 15267728], [15267629, 15267676], [15267623, 15267629], [15267559, 15267623], [15267547, 15267559], [15267532, 15267545], [15267495, 15267532], [15267455, 15267493], [15267441, 15267453], [15267423, 15267441], [15267376, 15267397], [15267349, 15267371], [15267341, 15267349], [15267332, 15267341], [15267288, 15267332], [15267279, 15267287], [15267259, 15267278], [15267219, 15267224], [15267209, 15267216], [15267182, 15267202], [15267169, 15267177], [15267158, 15267168], [15267143, 15267153], [15267115, 15267142], [15267111, 15267115], [15267098, 15267110], [15267071, 15267083], [15267065, 15267071], [15267042, 15267065], [15266986, 15267024], [15266968, 15266979], [15266927, 15266968], [15266914, 15266926], [15266863, 15266904], [15266807, 15266863], [15266796, 15266800], [15266762, 15266767], [15266700, 15266749], [15266613, 15266697], [15266603, 15266611], [15266587, 15266602], [15266573, 15266584], [15266550, 15266573], [15266519, 15266535], [15266499, 15266518], [15266453, 15266493], [15266431, 15266452], [15266410, 15266430], [15266386, 15266391], [15266351, 15266373], [15266332, 15266347], [15266326, 15266332], [15266296, 15266323], [15266259, 15266296], [15266208, 15266219], [15266192, 15266196], [15266181, 15266189], [15266154, 15266175], [15266001, 15266053], [15265980, 15265994], [15265944, 15265979], [15265934, 15265944], [15265902, 15265934], [15265880, 15265892], [15265796, 15265860], [15265749, 15265795], [15265743, 15265746], [15265696, 15265743], [15265677, 15265684], [15265599, 15265676], [15265585, 15265599], [15265550, 15265585], [15265540, 15265550], [15265535, 15265539], [15265514, 15265534], [15265491, 15265502], [15265465, 15265488], [15265440, 15265465], [15265270, 15265439], [15265261, 15265270], [15265244, 15265261], [15265222, 15265243], [15265160, 15265215], [15265112, 15265159], [15265097, 15265106], [15265018, 15265095], [15265004, 15265017], [15264981, 15265002], [15264967, 15264981], [15264948, 15264966], [15264927, 15264948], [15264895, 15264926], [15264884, 15264891], [15264829, 15264872], [15264820, 15264827], [15264798, 15264812], [15264790, 15264793], [15264766, 15264787], [15264730, 15264766], [15264677, 15264729], [15264589, 15264672], [15264582, 15264588], [15264576, 15264582], [15264519, 15264576], [15264483, 15264514], [15264470, 15264480], [15264462, 15264470], [15264444, 15264462], [15264351, 15264394], [15264345, 15264351], [15264329, 15264341], [15264313, 15264329], [15264292, 15264310], [15264266, 15264273], [15264243, 15264266], [15264156, 15264203], [15264062, 15264114], [15264035, 15264056], [15264016, 15264034], [15263975, 15264013], [15263942, 15263959], [15263910, 15263921], [15263901, 15263910], [15263875, 15263899], [15263866, 15263875], [15263822, 15263864], [15263817, 15263822], [15263801, 15263811], [15263781, 15263798], [15263770, 15263778], [15263748, 15263768], [15263732, 15263747], [15263720, 15263732], [15263654, 15263720], [15263616, 15263646], [15263607, 15263616], [15263585, 15263606], [15263573, 15263580], [15263541, 15263563], [15263501, 15263534], [15263494, 15263501], [15263487, 15263491], [15263458, 15263482], [15263347, 15263448], [15263338, 15263347], [15263254, 15263333], [15263244, 15263254], [15263188, 15263244], [15263168, 15263186], [15263131, 15263168], [15263080, 15263130], [15263014, 15263079], [15262976, 15262989], [15262964, 15262972], [15262946, 15262962], [15262889, 15262946], [15262869, 15262887], [15262859, 15262869], [15262842, 15262858], [15262828, 15262842], [15262817, 15262825], [15262804, 15262815], [15262781, 15262804], [15262748, 15262780], [15262514, 15262745], [15262454, 15262514], [15262384, 15262452], [15262363, 15262384], [15262328, 15262357], [15262307, 15262326], [15262288, 15262307], [15262273, 15262283], [15262232, 15262268], [15262206, 15262222], [15262176, 15262202], [15262166, 15262176], [15262156, 15262166], [15262146, 15262149], [15262112, 15262133], [15262105, 15262112], [15262082, 15262099], [15262053, 15262082], [15262043, 15262053], [15261995, 15262043], [15261976, 15261994], [15261960, 15261976], [15261911, 15261959], [15261906, 15261909], [15261891, 15261901], [15261879, 15261891], [15261850, 15261879], [15261820, 15261849], [15261758, 15261814], [15261721, 15261758], [15261694, 15261716], [15261666, 15261694]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49103500	49103699	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49207400	49209099	mapped	chr17	15403858	15405663	0.9258387286639199	-	[[15405643, 15405663], [15405614, 15405642], [15405570, 15405614], [15405527, 15405558], [15405511, 15405525], [15405466, 15405510], [15405459, 15405465], [15405442, 15405457], [15405413, 15405421], [15405344, 15405405], [15405304, 15405344], [15405228, 15405304], [15405209, 15405224], [15405200, 15405209], [15405151, 15405200], [15405110, 15405125], [15405062, 15405088], [15405043, 15405057], [15404963, 15405031], [15404927, 15404962], [15404848, 15404927], [15404838, 15404842], [15404813, 15404836], [15404781, 15404812], [15404768, 15404780], [15404760, 15404767], [15404748, 15404757], [15404734, 15404748], [15404725, 15404734], [15404716, 15404725], [15404708, 15404716], [15404661, 15404708], [15404620, 15404659], [15404589, 15404607], [15404578, 15404585], [15404555, 15404578], [15404548, 15404555], [15404533, 15404548], [15404511, 15404532], [15404456, 15404482], [15404431, 15404443], [15404421, 15404428], [15404402, 15404413], [15404393, 15404402], [15404368, 15404389], [15404349, 15404365], [15404318, 15404347], [15404301, 15404317], [15404286, 15404300], [15404275, 15404285], [15404246, 15404275], [15404202, 15404245], [15404165, 15404202], [15404150, 15404165], [15404082, 15404150], [15404052, 15404075], [15404031, 15404052], [15403903, 15404026], [15403874, 15403903], [15403858, 15403872]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	48754100	48754299	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49169400	49169899	mapped	chr17	15447796	15448246	0.8136272545090181	-	[[15448236, 15448246], [15448204, 15448235], [15448180, 15448195], [15448145, 15448180], [15448116, 15448145], [15448067, 15448115], [15448034, 15448067], [15448012, 15448033], [15447988, 15448004], [15447935, 15447988], [15447923, 15447934], [15447910, 15447922], [15447842, 15447896], [15447805, 15447840], [15447796, 15447799]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	48751800	48752099	mapped	chr17	16486608	16486906	0.9531772575250836	+	[[16486608, 16486690], [16486693, 16486762], [16486763, 16486775], [16486775, 16486792], [16486792, 16486796], [16486796, 16486834], [16486835, 16486851], [16486858, 16486872], [16486873, 16486896], [16486896, 16486906]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	50271200	50271399	mapped	chr17	14126434	14126644	1.0	-	[[14126629, 14126644], [14126552, 14126624], [14126486, 14126550], [14126434, 14126482]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	48559600	48559899	mapped	chr17	16215837	16216209	0.9933110367892977	+	[[16215837, 16215838], [16215838, 16215869], [16215870, 16215887], [16215888, 16215904], [16215906, 16215927], [16215929, 16215936], [16215944, 16215972], [16215982, 16215993], [16216027, 16216064], [16216067, 16216094], [16216097, 16216126], [16216134, 16216193], [16216196, 16216209]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49188500	49188699	mapped	chr17	15429765	15429974	1.0	-	[[15429971, 15429974], [15429954, 15429970], [15429933, 15429953], [15429887, 15429929], [15429870, 15429886], [15429851, 15429869], [15429844, 15429850], [15429765, 15429843]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49108000	49109299	mapped	chr17	15503602	15504542	0.6150885296381832	-	[[15504503, 15504542], [15504480, 15504502], [15504473, 15504480], [15504443, 15504473], [15504426, 15504443], [15504403, 15504426], [15504378, 15504402], [15504358, 15504378], [15504316, 15504358], [15504289, 15504312], [15504236, 15504279], [15504231, 15504236], [15504224, 15504231], [15504191, 15504224], [15504175, 15504186], [15504151, 15504167], [15504095, 15504118], [15504080, 15504087], [15504056, 15504065], [15504047, 15504053], [15504024, 15504043], [15504003, 15504024], [15503980, 15503997], [15503941, 15503980], [15503903, 15503941], [15503880, 15503903], [15503850, 15503876], [15503839, 15503848], [15503791, 15503808], [15503676, 15503791], [15503667, 15503672], [15503602, 15503665]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	48953600	48953799	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49341800	49342099	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49161600	49162099	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49322600	49323499	mapped	chr17	15257785	15258965	0.8464961067853171	-	[[15258957, 15258965], [15258951, 15258957], [15258943, 15258948], [15258929, 15258940], [15258914, 15258925], [15258864, 15258895], [15258838, 15258842], [15258798, 15258810], [15258744, 15258766], [15258736, 15258743], [15258709, 15258736], [15258679, 15258708], [15258667, 15258677], [15258654, 15258664], [15258629, 15258654], [15258584, 15258625], [15258504, 15258527], [15258451, 15258503], [15258439, 15258451], [15258412, 15258435], [15258347, 15258368], [15258284, 15258309], [15258269, 15258282], [15258221, 15258245], [15258204, 15258210], [15258127, 15258172], [15258069, 15258097], [15258029, 15258069], [15258006, 15258021], [15257974, 15258000], [15257957, 15257971], [15257912, 15257943], [15257884, 15257912], [15257854, 15257872], [15257819, 15257843], [15257814, 15257819], [15257791, 15257814], [15257785, 15257791]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49201300	49202599	mapped	chr17	15408835	15410175	0.850654349499615	-	[[15410137, 15410175], [15410119, 15410137], [15410087, 15410119], [15410000, 15410087], [15409947, 15410000], [15409933, 15409947], [15409906, 15409932], [15409840, 15409899], [15409836, 15409840], [15409812, 15409836], [15409796, 15409808], [15409783, 15409796], [15409762, 15409771], [15409739, 15409759], [15409708, 15409738], [15409666, 15409707], [15409616, 15409646], [15409609, 15409615], [15409579, 15409607], [15409564, 15409578], [15409505, 15409520], [15409476, 15409493], [15409431, 15409475], [15409403, 15409431], [15409381, 15409397], [15409335, 15409381], [15409325, 15409335], [15409313, 15409325], [15409300, 15409303], [15409233, 15409254], [15409213, 15409230], [15409205, 15409213], [15409180, 15409205], [15409159, 15409164], [15409122, 15409146], [15409094, 15409121], [15409049, 15409094], [15409032, 15409049], [15409012, 15409032], [15409006, 15409012], [15408993, 15409005], [15408980, 15408992], [15408937, 15408957], [15408921, 15408932], [15408868, 15408921], [15408862, 15408868], [15408835, 15408862]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49344200	49344599	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49205200	49205799	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49106200	49106499	mapped	chr17	15508455	15508789	0.9966555183946488	-	[[15508756, 15508789], [15508717, 15508746], [15508706, 15508715], [15508641, 15508704], [15508576, 15508641], [15508552, 15508563], [15508537, 15508547], [15508472, 15508536], [15508455, 15508469]]	orthology annotation; tissue response remains rat evidence
