track	chrom	start	end	value
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49615172	49615229	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49615229	49615390	1.3
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49615390	49615540	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49615546	49615696	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49615723	49615736	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49615736	49615886	6.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49616871	49616883	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49616883	49617021	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49617021	49617033	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49619726	49619777	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49619777	49619876	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49619876	49619927	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49620403	49620457	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49620457	49620553	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49620553	49620607	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49624572	49624722	2.9
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49624722	49624830	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49625571	49625721	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49626273	49626348	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49626348	49626423	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49626423	49626498	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49626499	49626649	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49629332	49629341	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49629341	49629482	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49629482	49629491	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49629593	49629599	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49629599	49629743	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49629743	49629749	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49629749	49630363	0.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49631611	49631622	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49631622	49631761	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49631761	49631772	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49632394	49632544	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49632940	49633042	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49633042	49633044	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49633044	49633090	11.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49633090	49633192	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49633192	49633194	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49633406	49633495	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49633495	49633556	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49633556	49633645	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49633918	49634068	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49634948	49635098	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49635663	49635813	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49636563	49636573	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49636573	49636713	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49636713	49636723	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49637912	49637926	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49637926	49637943	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49637943	49638076	8.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49638076	49638093	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49639589	49639739	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49640894	49641044	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49641631	49641635	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49641635	49641781	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49641781	49641785	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49644597	49644620	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49644620	49644747	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49644747	49644770	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49645578	49645609	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49645609	49645728	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49645728	49645759	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49645859	49646009	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49647600	49647750	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49648602	49648752	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49650223	49650373	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49651025	49651175	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49654641	49654708	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49654708	49654718	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49654718	49654791	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49654791	49654858	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49654858	49654868	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49662515	49662570	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49662570	49662665	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49662665	49662811	0.8
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49662811	49662961	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49663048	49663063	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49663063	49663198	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49663198	49663213	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49665369	49665519	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49667323	49669349	0.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49669349	49669444	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49669444	49669499	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49669499	49669594	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49670628	49670656	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49670656	49670778	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49670778	49670806	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49670919	49671015	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49671015	49671045	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49671045	49671069	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49671069	49671078	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49671078	49671165	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49671165	49671195	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49671195	49671228	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49671699	49671827	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49671827	49671849	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49671849	49671977	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49672744	49672894	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49673240	49673390	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49676347	49676497	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49677465	49677615	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49678136	49678286	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49678369	49678448	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49678448	49678519	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49678519	49678598	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49678813	49678930	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49678930	49678963	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49678963	49679076	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49679076	49679080	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49679080	49679226	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49680621	49680642	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49680642	49680771	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49680771	49680792	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49681114	49681192	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49681192	49681208	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49681208	49681264	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49681264	49681342	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49681342	49681358	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49681456	49681606	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49681909	49682059	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49682430	49682467	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49682467	49682580	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49682580	49682617	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49683868	49683963	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49683963	49684018	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49684018	49684113	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49686884	49686977	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49686977	49687034	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49687034	49687127	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49687747	49687897	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49695342	49695388	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49695388	49695492	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49695492	49695538	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49695770	49695774	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49695774	49695920	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49695920	49695924	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49698870	49699020	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49708184	49708334	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49708889	49708892	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49708892	49709039	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49709039	49709042	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49709060	49709210	2.3
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49709210	49709357	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49709484	49709495	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49709495	49709634	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49709634	49709645	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49710108	49710258	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49711657	49711807	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49712382	49712438	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49712438	49712532	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49712532	49712588	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49712772	49712922	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49714256	49714266	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49714266	49714416	6.6
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49715702	49715704	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49715704	49715852	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49715852	49715854	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49715927	49716077	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49716149	49716299	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49717671	49717694	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49717694	49717821	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49717821	49717844	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49719353	49719503	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49719548	49719550	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49719550	49719698	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49719698	49719700	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49720400	49720550	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49720594	49720744	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49722320	49722330	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49722330	49722470	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49722470	49722480	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49723213	49723363	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49723620	49723673	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49723673	49723770	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49723770	49723823	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49725639	49726754	0.3
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49726754	49726904	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49727263	49727298	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49727298	49727413	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49727413	49727448	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49727513	49727574	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49727574	49727663	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49727663	49727724	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49727869	49727870	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49727870	49728019	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49728019	49728020	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49729353	49729494	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49729494	49729503	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49735278	49735342	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49735342	49735350	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49735350	49735428	11.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49735428	49735492	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49735492	49735500	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49735730	49735748	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49735748	49735880	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49735880	49735898	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49737249	49737328	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49737328	49737399	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49737399	49737437	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49737437	49737478	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49737478	49737587	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49738104	49738126	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49738126	49738254	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49738254	49738276	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49740797	49740899	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49740899	49740911	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49740911	49740947	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49740947	49741049	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49742159	49742309	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49742331	49743060	0.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49743060	49743137	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49743137	49743210	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49743210	49743287	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49745063	49745213	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49746181	49746331	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49746686	49746738	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49746738	49746836	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49746836	49746888	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49748131	49748183	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49748183	49748231	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49748231	49748281	11.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49748281	49748333	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49748333	49748381	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49749776	49749801	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49749801	49749926	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49749926	49749951	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49752190	49752340	4.3
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49752340	49752355	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49752426	49752428	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49752428	49752430	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49752430	49752475	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49752475	49752576	11.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49752576	49752578	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49752578	49752580	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49752580	49752625	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49752791	49752845	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49752845	49752941	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49752941	49752995	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49753062	49753093	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49753093	49753188	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49753188	49753212	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49753212	49753338	2.8
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49754956	49755080	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49755080	49755103	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49755103	49755106	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49755106	49755230	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49755230	49755253	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49756207	49756225	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49756225	49756226	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49756226	49756357	11.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49756357	49756375	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49756375	49756376	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49757540	49757690	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49759236	49759278	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49759278	49759359	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49759359	49759386	13.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49759386	49759428	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49759428	49759509	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49763205	49763355	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49763822	49763899	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49763899	49764049	3.3
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49764521	49764595	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49764595	49764671	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49764671	49764745	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49765204	49765306	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49765306	49765354	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49765354	49765456	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49765456	49766064	0.6
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49766639	49766643	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49766643	49766789	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49766789	49766793	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49769673	49769823	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49770345	49770495	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49771172	49771322	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49773564	49773714	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49774881	49775031	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49775334	49775353	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49775353	49775484	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49775484	49775503	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49787172	49787181	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49787181	49787228	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49787228	49787237	11.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49787237	49787247	13.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49787247	49787262	15.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49787262	49787263	20.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49787263	49787322	24.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49787322	49787331	20.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49787331	49787378	18.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49787378	49787387	13.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49787387	49787397	11.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49787397	49787412	9.0
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49787412	49787413	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49788074	49788224	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49788312	49788462	4.5
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49789232	49789263	2.2
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49789263	49789291	6.7
GSE64703_Sox10_SN_run204.ucsc.bedGraph.gz	chr10	49789291	49789382	9.0
